# darshan log version: 3.21
# compression method: ZLIB
# exe: /scratch1/06058/iwang/benchmarks/vpic/clx/224/test_224.ft_clx_intel-18.0.2_impi-18.0.2_-xCORE-AVX512
# uid: 853572
# jobid: 4801201
# start_time: 1662480217
# start_time_asci: Tue Sep  6 11:03:37 2022
# end_time: 1662480300
# end_time_asci: Tue Sep  6 11:05:00 2022
# nprocs: 224
# run time: 84
# metadata: lib_ver = 3.2.1
# metadata: h = romio_no_indep_rw=true;cb_nodes=4

# log file regions
# -------------------------------------------------------
# header: 360 bytes (uncompressed)
# job data: 292 bytes (compressed)
# record table: 33866 bytes (compressed)
# STDIO module: 68273 bytes (compressed), ver=2

# mounted file systems (mount point and fs type)
# -------------------------------------------------------
# mount entry:	/proc/sys/fs/binfmt_misc	autofs
# mount entry:	/sys/kernel/config	configfs
# mount entry:	/sys/fs/pstore	pstore
# mount entry:	/dev/mqueue	mqueue
# mount entry:	/scratch1	lustre
# mount entry:	/scratch2	lustre
# mount entry:	/scratch3	lustre
# mount entry:	/home1	lustre
# mount entry:	/work2	lustre
# mount entry:	/admin	nfs
# mount entry:	/boot	xfs
# mount entry:	/dev	devtmpfs
# mount entry:	/tmp	xfs
# mount entry:	/var	xfs
# mount entry:	/	xfs

# description of columns:
#   <module>: module responsible for this I/O record.
#   <rank>: MPI rank.  -1 indicates that the file is shared
#      across all processes and statistics are aggregated.
#   <record id>: hash of the record's file path
#   <counter name> and <counter value>: statistical counters.
#      A value of -1 indicates that Darshan could not monitor
#      that counter, and its value should be ignored.
#   <file name>: full file path for the record.
#   <mount pt>: mount point that the file resides on.
#   <fs type>: type of file system that the file resides on.

# *******************************************************
# STDIO module data
# *******************************************************

# description of STDIO counters:
#   STDIO_{OPENS|FDOPENS|WRITES|READS|SEEKS|FLUSHES} are types of operations.
#   STDIO_BYTES_*: total bytes read and written.
#   STDIO_MAX_BYTE_*: highest offset byte read and written.
#   STDIO_*_RANK: rank of the processes that were the fastest and slowest at I/O (for shared files).
#   STDIO_*_RANK_BYTES: bytes transferred by the fastest and slowest ranks (for shared files).
#   STDIO_F_*_START_TIMESTAMP: timestamp of the first call to that type of function.
#   STDIO_F_*_END_TIMESTAMP: timestamp of the completion of the last call to that type of function.
#   STDIO_F_*_TIME: cumulative time spent in different types of functions.
#   STDIO_F_*_RANK_TIME: fastest and slowest I/O time for a single rank (for shared files).
#   STDIO_F_VARIANCE_RANK_*: variance of total I/O time and bytes moved for all ranks (for shared files).

# WARNING: STDIO_OPENS counter includes STDIO_FDOPENS count

# WARNING: STDIO counters related to file offsets may be incorrect if a file is simultaneously accessed by both STDIO and POSIX (e.g., using fdopen())
# 	- Affected counters include: MAX_BYTE_{READ|WRITTEN}

#<module>	<rank>	<record id>	<counter>	<value>	<file name>	<mount pt>	<fs type>
STDIO	0	2754792090913189781	STDIO_OPENS	2	/scratch1/06058/iwang/benchmarks/vpic/clx/224/4801201/rundata/energies	/scratch1	lustre
STDIO	0	2754792090913189781	STDIO_FDOPENS	0	/scratch1/06058/iwang/benchmarks/vpic/clx/224/4801201/rundata/energies	/scratch1	lustre
STDIO	0	2754792090913189781	STDIO_READS	0	/scratch1/06058/iwang/benchmarks/vpic/clx/224/4801201/rundata/energies	/scratch1	lustre
STDIO	0	2754792090913189781	STDIO_WRITES	15	/scratch1/06058/iwang/benchmarks/vpic/clx/224/4801201/rundata/energies	/scratch1	lustre
STDIO	0	2754792090913189781	STDIO_SEEKS	0	/scratch1/06058/iwang/benchmarks/vpic/clx/224/4801201/rundata/energies	/scratch1	lustre
STDIO	0	2754792090913189781	STDIO_FLUSHES	0	/scratch1/06058/iwang/benchmarks/vpic/clx/224/4801201/rundata/energies	/scratch1	lustre
STDIO	0	2754792090913189781	STDIO_BYTES_WRITTEN	291	/scratch1/06058/iwang/benchmarks/vpic/clx/224/4801201/rundata/energies	/scratch1	lustre
STDIO	0	2754792090913189781	STDIO_BYTES_READ	0	/scratch1/06058/iwang/benchmarks/vpic/clx/224/4801201/rundata/energies	/scratch1	lustre
STDIO	0	2754792090913189781	STDIO_MAX_BYTE_READ	0	/scratch1/06058/iwang/benchmarks/vpic/clx/224/4801201/rundata/energies	/scratch1	lustre
STDIO	0	2754792090913189781	STDIO_MAX_BYTE_WRITTEN	182	/scratch1/06058/iwang/benchmarks/vpic/clx/224/4801201/rundata/energies	/scratch1	lustre
STDIO	0	2754792090913189781	STDIO_FASTEST_RANK	0	/scratch1/06058/iwang/benchmarks/vpic/clx/224/4801201/rundata/energies	/scratch1	lustre
STDIO	0	2754792090913189781	STDIO_FASTEST_RANK_BYTES	0	/scratch1/06058/iwang/benchmarks/vpic/clx/224/4801201/rundata/energies	/scratch1	lustre
STDIO	0	2754792090913189781	STDIO_SLOWEST_RANK	0	/scratch1/06058/iwang/benchmarks/vpic/clx/224/4801201/rundata/energies	/scratch1	lustre
STDIO	0	2754792090913189781	STDIO_SLOWEST_RANK_BYTES	0	/scratch1/06058/iwang/benchmarks/vpic/clx/224/4801201/rundata/energies	/scratch1	lustre
STDIO	0	2754792090913189781	STDIO_F_META_TIME	0.001919	/scratch1/06058/iwang/benchmarks/vpic/clx/224/4801201/rundata/energies	/scratch1	lustre
STDIO	0	2754792090913189781	STDIO_F_WRITE_TIME	0.000242	/scratch1/06058/iwang/benchmarks/vpic/clx/224/4801201/rundata/energies	/scratch1	lustre
STDIO	0	2754792090913189781	STDIO_F_READ_TIME	0.000000	/scratch1/06058/iwang/benchmarks/vpic/clx/224/4801201/rundata/energies	/scratch1	lustre
STDIO	0	2754792090913189781	STDIO_F_OPEN_START_TIMESTAMP	3.257951	/scratch1/06058/iwang/benchmarks/vpic/clx/224/4801201/rundata/energies	/scratch1	lustre
STDIO	0	2754792090913189781	STDIO_F_CLOSE_START_TIMESTAMP	3.598334	/scratch1/06058/iwang/benchmarks/vpic/clx/224/4801201/rundata/energies	/scratch1	lustre
STDIO	0	2754792090913189781	STDIO_F_WRITE_START_TIMESTAMP	3.258115	/scratch1/06058/iwang/benchmarks/vpic/clx/224/4801201/rundata/energies	/scratch1	lustre
STDIO	0	2754792090913189781	STDIO_F_READ_START_TIMESTAMP	0.000000	/scratch1/06058/iwang/benchmarks/vpic/clx/224/4801201/rundata/energies	/scratch1	lustre
STDIO	0	2754792090913189781	STDIO_F_OPEN_END_TIMESTAMP	53.029447	/scratch1/06058/iwang/benchmarks/vpic/clx/224/4801201/rundata/energies	/scratch1	lustre
STDIO	0	2754792090913189781	STDIO_F_CLOSE_END_TIMESTAMP	53.137454	/scratch1/06058/iwang/benchmarks/vpic/clx/224/4801201/rundata/energies	/scratch1	lustre
STDIO	0	2754792090913189781	STDIO_F_WRITE_END_TIMESTAMP	53.137084	/scratch1/06058/iwang/benchmarks/vpic/clx/224/4801201/rundata/energies	/scratch1	lustre
STDIO	0	2754792090913189781	STDIO_F_READ_END_TIMESTAMP	0.000000	/scratch1/06058/iwang/benchmarks/vpic/clx/224/4801201/rundata/energies	/scratch1	lustre
STDIO	0	2754792090913189781	STDIO_F_FASTEST_RANK_TIME	0.000000	/scratch1/06058/iwang/benchmarks/vpic/clx/224/4801201/rundata/energies	/scratch1	lustre
STDIO	0	2754792090913189781	STDIO_F_SLOWEST_RANK_TIME	0.000000	/scratch1/06058/iwang/benchmarks/vpic/clx/224/4801201/rundata/energies	/scratch1	lustre
STDIO	0	2754792090913189781	STDIO_F_VARIANCE_RANK_TIME	0.000000	/scratch1/06058/iwang/benchmarks/vpic/clx/224/4801201/rundata/energies	/scratch1	lustre
STDIO	0	2754792090913189781	STDIO_F_VARIANCE_RANK_BYTES	0.000000	/scratch1/06058/iwang/benchmarks/vpic/clx/224/4801201/rundata/energies	/scratch1	lustre
STDIO	0	8353692679421368747	STDIO_OPENS	1	/scratch1/06058/iwang/benchmarks/vpic/clx/224/4801201/hydro/T.0/Hhydro.0.0	/scratch1	lustre
STDIO	0	8353692679421368747	STDIO_FDOPENS	0	/scratch1/06058/iwang/benchmarks/vpic/clx/224/4801201/hydro/T.0/Hhydro.0.0	/scratch1	lustre
STDIO	0	8353692679421368747	STDIO_READS	0	/scratch1/06058/iwang/benchmarks/vpic/clx/224/4801201/hydro/T.0/Hhydro.0.0	/scratch1	lustre
STDIO	0	8353692679421368747	STDIO_WRITES	446342	/scratch1/06058/iwang/benchmarks/vpic/clx/224/4801201/hydro/T.0/Hhydro.0.0	/scratch1	lustre
STDIO	0	8353692679421368747	STDIO_SEEKS	0	/scratch1/06058/iwang/benchmarks/vpic/clx/224/4801201/hydro/T.0/Hhydro.0.0	/scratch1	lustre
STDIO	0	8353692679421368747	STDIO_FLUSHES	0	/scratch1/06058/iwang/benchmarks/vpic/clx/224/4801201/hydro/T.0/Hhydro.0.0	/scratch1	lustre
STDIO	0	8353692679421368747	STDIO_BYTES_WRITTEN	1785363	/scratch1/06058/iwang/benchmarks/vpic/clx/224/4801201/hydro/T.0/Hhydro.0.0	/scratch1	lustre
STDIO	0	8353692679421368747	STDIO_BYTES_READ	0	/scratch1/06058/iwang/benchmarks/vpic/clx/224/4801201/hydro/T.0/Hhydro.0.0	/scratch1	lustre
STDIO	0	8353692679421368747	STDIO_MAX_BYTE_READ	0	/scratch1/06058/iwang/benchmarks/vpic/clx/224/4801201/hydro/T.0/Hhydro.0.0	/scratch1	lustre
STDIO	0	8353692679421368747	STDIO_MAX_BYTE_WRITTEN	1785362	/scratch1/06058/iwang/benchmarks/vpic/clx/224/4801201/hydro/T.0/Hhydro.0.0	/scratch1	lustre
STDIO	0	8353692679421368747	STDIO_FASTEST_RANK	0	/scratch1/06058/iwang/benchmarks/vpic/clx/224/4801201/hydro/T.0/Hhydro.0.0	/scratch1	lustre
STDIO	0	8353692679421368747	STDIO_FASTEST_RANK_BYTES	0	/scratch1/06058/iwang/benchmarks/vpic/clx/224/4801201/hydro/T.0/Hhydro.0.0	/scratch1	lustre
STDIO	0	8353692679421368747	STDIO_SLOWEST_RANK	0	/scratch1/06058/iwang/benchmarks/vpic/clx/224/4801201/hydro/T.0/Hhydro.0.0	/scratch1	lustre
STDIO	0	8353692679421368747	STDIO_SLOWEST_RANK_BYTES	0	/scratch1/06058/iwang/benchmarks/vpic/clx/224/4801201/hydro/T.0/Hhydro.0.0	/scratch1	lustre
STDIO	0	8353692679421368747	STDIO_F_META_TIME	0.000292	/scratch1/06058/iwang/benchmarks/vpic/clx/224/4801201/hydro/T.0/Hhydro.0.0	/scratch1	lustre
STDIO	0	8353692679421368747	STDIO_F_WRITE_TIME	0.033530	/scratch1/06058/iwang/benchmarks/vpic/clx/224/4801201/hydro/T.0/Hhydro.0.0	/scratch1	lustre
STDIO	0	8353692679421368747	STDIO_F_READ_TIME	0.000000	/scratch1/06058/iwang/benchmarks/vpic/clx/224/4801201/hydro/T.0/Hhydro.0.0	/scratch1	lustre
STDIO	0	8353692679421368747	STDIO_F_OPEN_START_TIMESTAMP	5.638185	/scratch1/06058/iwang/benchmarks/vpic/clx/224/4801201/hydro/T.0/Hhydro.0.0	/scratch1	lustre
STDIO	0	8353692679421368747	STDIO_F_CLOSE_START_TIMESTAMP	7.558950	/scratch1/06058/iwang/benchmarks/vpic/clx/224/4801201/hydro/T.0/Hhydro.0.0	/scratch1	lustre
STDIO	0	8353692679421368747	STDIO_F_WRITE_START_TIMESTAMP	7.484738	/scratch1/06058/iwang/benchmarks/vpic/clx/224/4801201/hydro/T.0/Hhydro.0.0	/scratch1	lustre
STDIO	0	8353692679421368747	STDIO_F_READ_START_TIMESTAMP	0.000000	/scratch1/06058/iwang/benchmarks/vpic/clx/224/4801201/hydro/T.0/Hhydro.0.0	/scratch1	lustre
STDIO	0	8353692679421368747	STDIO_F_OPEN_END_TIMESTAMP	5.638338	/scratch1/06058/iwang/benchmarks/vpic/clx/224/4801201/hydro/T.0/Hhydro.0.0	/scratch1	lustre
STDIO	0	8353692679421368747	STDIO_F_CLOSE_END_TIMESTAMP	7.559089	/scratch1/06058/iwang/benchmarks/vpic/clx/224/4801201/hydro/T.0/Hhydro.0.0	/scratch1	lustre
STDIO	0	8353692679421368747	STDIO_F_WRITE_END_TIMESTAMP	7.558947	/scratch1/06058/iwang/benchmarks/vpic/clx/224/4801201/hydro/T.0/Hhydro.0.0	/scratch1	lustre
STDIO	0	8353692679421368747	STDIO_F_READ_END_TIMESTAMP	0.000000	/scratch1/06058/iwang/benchmarks/vpic/clx/224/4801201/hydro/T.0/Hhydro.0.0	/scratch1	lustre
STDIO	0	8353692679421368747	STDIO_F_FASTEST_RANK_TIME	0.000000	/scratch1/06058/iwang/benchmarks/vpic/clx/224/4801201/hydro/T.0/Hhydro.0.0	/scratch1	lustre
STDIO	0	8353692679421368747	STDIO_F_SLOWEST_RANK_TIME	0.000000	/scratch1/06058/iwang/benchmarks/vpic/clx/224/4801201/hydro/T.0/Hhydro.0.0	/scratch1	lustre
STDIO	0	8353692679421368747	STDIO_F_VARIANCE_RANK_TIME	0.000000	/scratch1/06058/iwang/benchmarks/vpic/clx/224/4801201/hydro/T.0/Hhydro.0.0	/scratch1	lustre
STDIO	0	8353692679421368747	STDIO_F_VARIANCE_RANK_BYTES	0.000000	/scratch1/06058/iwang/benchmarks/vpic/clx/224/4801201/hydro/T.0/Hhydro.0.0	/scratch1	lustre
STDIO	0	9350003638545939477	STDIO_OPENS	1	/scratch1/06058/iwang/benchmarks/vpic/clx/224/4801201/hydro/T.0/ehydro.0.0	/scratch1	lustre
STDIO	0	9350003638545939477	STDIO_FDOPENS	0	/scratch1/06058/iwang/benchmarks/vpic/clx/224/4801201/hydro/T.0/ehydro.0.0	/scratch1	lustre
STDIO	0	9350003638545939477	STDIO_READS	0	/scratch1/06058/iwang/benchmarks/vpic/clx/224/4801201/hydro/T.0/ehydro.0.0	/scratch1	lustre
STDIO	0	9350003638545939477	STDIO_WRITES	446342	/scratch1/06058/iwang/benchmarks/vpic/clx/224/4801201/hydro/T.0/ehydro.0.0	/scratch1	lustre
STDIO	0	9350003638545939477	STDIO_SEEKS	0	/scratch1/06058/iwang/benchmarks/vpic/clx/224/4801201/hydro/T.0/ehydro.0.0	/scratch1	lustre
STDIO	0	9350003638545939477	STDIO_FLUSHES	0	/scratch1/06058/iwang/benchmarks/vpic/clx/224/4801201/hydro/T.0/ehydro.0.0	/scratch1	lustre
STDIO	0	9350003638545939477	STDIO_BYTES_WRITTEN	1785363	/scratch1/06058/iwang/benchmarks/vpic/clx/224/4801201/hydro/T.0/ehydro.0.0	/scratch1	lustre
STDIO	0	9350003638545939477	STDIO_BYTES_READ	0	/scratch1/06058/iwang/benchmarks/vpic/clx/224/4801201/hydro/T.0/ehydro.0.0	/scratch1	lustre
